time,num_nodes,num_links,avg_degree,network_density
0.1,15,102,13.6,0.971429
0.2,15,102,13.6,0.971429
0.3,15,102,13.6,0.971429
0.4,15,102,13.6,0.971429
0.5,15,102,13.6,0.971429
0.6,15,102,13.6,0.971429
0.7,15,102,13.6,0.971429
0.8,15,102,13.6,0.971429
0.9,15,102,13.6,0.971429
1,15,102,13.6,0.971429
1.1,15,102,13.6,0.971429
1.2,15,102,13.6,0.971429
1.3,15,102,13.6,0.971429
1.4,15,102,13.6,0.971429
1.5,15,102,13.6,0.971429
1.6,15,102,13.6,0.971429
1.7,15,102,13.6,0.971429
1.8,15,102,13.6,0.971429
1.9,15,102,13.6,0.971429
2,15,102,13.6,0.971429
2.1,15,102,13.6,0.971429
2.2,15,102,13.6,0.971429
2.3,15,102,13.6,0.971429
2.4,15,102,13.6,0.971429
2.5,15,102,13.6,0.971429
2.6,15,102,13.6,0.971429
2.7,15,102,13.6,0.971429
2.8,15,102,13.6,0.971429
2.9,15,102,13.6,0.971429
3,15,102,13.6,0.971429
3.1,15,102,13.6,0.971429
3.2,15,102,13.6,0.971429
3.3,15,102,13.6,0.971429
3.4,15,102,13.6,0.971429
3.5,15,102,13.6,0.971429
3.6,15,102,13.6,0.971429
3.7,15,102,13.6,0.971429
3.8,15,102,13.6,0.971429
3.9,15,102,13.6,0.971429
4,15,102,13.6,0.971429
4.1,15,102,13.6,0.971429
4.2,15,102,13.6,0.971429
4.3,15,102,13.6,0.971429
4.4,15,102,13.6,0.971429
4.5,15,102,13.6,0.971429
4.6,15,102,13.6,0.971429
4.7,15,102,13.6,0.971429
4.8,15,102,13.6,0.971429
4.9,15,102,13.6,0.971429
5,15,102,13.6,0.971429
5.1,15,102,13.6,0.971429
5.2,15,102,13.6,0.971429
5.3,15,102,13.6,0.971429
5.4,15,102,13.6,0.971429
5.5,15,102,13.6,0.971429
5.6,15,102,13.6,0.971429
5.7,15,102,13.6,0.971429
5.8,15,102,13.6,0.971429
5.9,15,102,13.6,0.971429
6,15,102,13.6,0.971429
6.1,15,102,13.6,0.971429
6.2,15,102,13.6,0.971429
6.3,15,102,13.6,0.971429
6.4,15,102,13.6,0.971429
6.5,15,102,13.6,0.971429
6.6,15,102,13.6,0.971429
6.7,15,102,13.6,0.971429
6.8,15,102,13.6,0.971429
6.9,15,102,13.6,0.971429
7,15,102,13.6,0.971429
7.1,15,102,13.6,0.971429
7.2,15,102,13.6,0.971429
7.3,15,102,13.6,0.971429
7.4,15,102,13.6,0.971429
7.5,15,102,13.6,0.971429
7.6,15,102,13.6,0.971429
7.7,15,102,13.6,0.971429
7.8,15,102,13.6,0.971429
7.9,15,102,13.6,0.971429
8,15,102,13.6,0.971429
8.1,15,102,13.6,0.971429
8.2,15,102,13.6,0.971429
8.3,15,102,13.6,0.971429
8.4,15,102,13.6,0.971429
8.5,15,102,13.6,0.971429
8.6,15,102,13.6,0.971429
8.7,15,102,13.6,0.971429
8.8,15,102,13.6,0.971429
8.9,15,102,13.6,0.971429
9,15,102,13.6,0.971429
9.1,15,102,13.6,0.971429
9.2,15,102,13.6,0.971429
9.3,15,102,13.6,0.971429
9.4,15,102,13.6,0.971429
9.5,15,102,13.6,0.971429
9.6,15,102,13.6,0.971429
9.7,15,102,13.6,0.971429
9.8,15,102,13.6,0.971429
9.9,15,102,13.6,0.971429
10,15,102,13.6,0.971429
10.1,15,102,13.6,0.971429
10.2,15,102,13.6,0.971429
10.3,15,102,13.6,0.971429
10.4,15,102,13.6,0.971429
10.5,15,102,13.6,0.971429
10.6,15,102,13.6,0.971429
10.7,15,102,13.6,0.971429
10.8,15,102,13.6,0.971429
10.9,15,102,13.6,0.971429
11,15,102,13.6,0.971429
11.1,15,102,13.6,0.971429
11.2,15,102,13.6,0.971429
11.3,15,102,13.6,0.971429
11.4,15,102,13.6,0.971429
11.5,15,102,13.6,0.971429
11.6,15,102,13.6,0.971429
11.7,15,102,13.6,0.971429
11.8,15,102,13.6,0.971429
11.9,15,102,13.6,0.971429
12,15,102,13.6,0.971429
12.1,15,102,13.6,0.971429
12.2,15,102,13.6,0.971429
12.3,15,102,13.6,0.971429
12.4,15,102,13.6,0.971429
12.5,15,102,13.6,0.971429
12.6,15,102,13.6,0.971429
12.7,15,102,13.6,0.971429
12.8,15,102,13.6,0.971429
12.9,15,102,13.6,0.971429
13,15,102,13.6,0.971429
13.1,15,102,13.6,0.971429
13.2,15,102,13.6,0.971429
13.3,15,102,13.6,0.971429
13.4,15,102,13.6,0.971429
13.5,15,102,13.6,0.971429
13.6,15,102,13.6,0.971429
13.7,15,102,13.6,0.971429
13.8,15,102,13.6,0.971429
13.9,15,103,13.7333,0.980952
14,15,103,13.7333,0.980952
14.1,15,103,13.7333,0.980952
14.2,15,103,13.7333,0.980952
14.3,15,103,13.7333,0.980952
