# ==========================================
# v3.1 轨迹 | v_formation | dt=0.1
# 0,0,30 -> 500,500,30
# time(s),nodeId,x(m),y(m),z(m)
# ==========================================
4.800,0,31.374,31.374,30.000
4.800,1,14.403,31.374,30.000
4.800,2,31.374,14.403,30.000
4.800,3,-2.567,31.374,30.000
4.800,4,31.374,-2.567,30.000
4.800,5,-19.538,31.374,30.000
4.800,6,31.374,-19.538,30.000
4.800,7,-36.509,31.374,30.000
4.800,8,31.374,-36.509,30.000
4.800,9,-53.479,31.374,30.000
4.800,10,31.374,-53.479,30.000
4.800,11,-70.450,31.374,30.000
4.800,12,31.374,-70.450,30.000
4.800,13,-87.420,31.374,30.000
4.800,14,31.374,-87.420,30.000
4.900,0,32.023,32.023,30.000
4.900,1,15.053,32.023,30.000
4.900,2,32.023,15.053,30.000
4.900,3,-1.918,32.023,30.000
4.900,4,32.023,-1.918,30.000
4.900,5,-18.888,32.023,30.000
4.900,6,32.023,-18.888,30.000
4.900,7,-35.859,32.023,30.000
4.900,8,32.023,-35.859,30.000
4.900,9,-52.829,32.023,30.000
4.900,10,32.023,-52.829,30.000
4.900,11,-69.800,32.023,30.000
4.900,12,32.023,-69.800,30.000
4.900,13,-86.771,32.023,30.000
4.900,14,32.023,-86.771,30.000
5.000,0,32.666,32.666,30.000
5.000,1,15.696,32.666,30.000
5.000,2,32.666,15.696,30.000
5.000,3,-1.275,32.666,30.000
5.000,4,32.666,-1.275,30.000
5.000,5,-18.245,32.666,30.000
5.000,6,32.666,-18.245,30.000
5.000,7,-35.216,32.666,30.000
5.000,8,32.666,-35.216,30.000
5.000,9,-52.186,32.666,30.000
5.000,10,32.666,-52.186,30.000
5.000,11,-69.157,32.666,30.000
5.000,12,32.666,-69.157,30.000
5.000,13,-86.128,32.666,30.000
5.000,14,32.666,-86.128,30.000
5.100,0,33.303,33.303,30.000
5.100,1,16.332,33.303,30.000
5.100,2,33.303,16.332,30.000
5.100,3,-0.638,33.303,30.000
5.100,4,33.303,-0.638,30.000
5.100,5,-17.609,33.303,30.000
5.100,6,33.303,-17.609,30.000
5.100,7,-34.579,33.303,30.000
5.100,8,33.303,-34.579,30.000
5.100,9,-51.550,33.303,30.000
5.100,10,33.303,-51.550,30.000
5.100,11,-68.520,33.303,30.000
5.100,12,33.303,-68.520,30.000
5.100,13,-85.491,33.303,30.000
5.100,14,33.303,-85.491,30.000
5.200,0,33.934,33.934,30.000
5.200,1,16.963,33.934,30.000
5.200,2,33.934,16.963,30.000
5.200,3,-0.007,33.934,30.000
5.200,4,33.934,-0.007,30.000
5.200,5,-16.978,33.934,30.000
5.200,6,33.934,-16.978,30.000
5.200,7,-33.949,33.934,30.000
5.200,8,33.934,-33.949,30.000
5.200,9,-50.919,33.934,30.000
5.200,10,33.934,-50.919,30.000
5.200,11,-67.890,33.934,30.000
5.200,12,33.934,-67.890,30.000
5.200,13,-84.860,33.934,30.000
5.200,14,33.934,-84.860,30.000
5.300,0,34.559,34.559,30.000
5.300,1,17.588,34.559,30.000
5.300,2,34.559,17.588,30.000
5.300,3,0.618,34.559,30.000
5.300,4,34.559,0.618,30.000
5.300,5,-16.353,34.559,30.000
5.300,6,34.559,-16.353,30.000
5.300,7,-33.323,34.559,30.000
5.300,8,34.559,-33.323,30.000
5.300,9,-50.294,34.559,30.000
5.300,10,34.559,-50.294,30.000
5.300,11,-67.265,34.559,30.000
5.300,12,34.559,-67.265,30.000
5.300,13,-84.235,34.559,30.000
5.300,14,34.559,-84.235,30.000
5.400,0,35.179,35.179,30.000
5.400,1,18.208,35.179,30.000
5.400,2,35.179,18.208,30.000
5.400,3,1.237,35.179,30.000
5.400,4,35.179,1.237,30.000
5.400,5,-15.733,35.179,30.000
5.400,6,35.179,-15.733,30.000
5.400,7,-32.704,35.179,30.000
5.400,8,35.179,-32.704,30.000
5.400,9,-49.674,35.179,30.000
5.400,10,35.179,-49.674,30.000
5.400,11,-66.645,35.179,30.000
5.400,12,35.179,-66.645,30.000
5.400,13,-83.615,35.179,30.000
5.400,14,35.179,-83.615,30.000
5.500,0,35.794,35.794,30.000
5.500,1,18.823,35.794,30.000
5.500,2,35.794,18.823,30.000
5.500,3,1.853,35.794,30.000
5.500,4,35.794,1.853,30.000
5.500,5,-15.118,35.794,30.000
5.500,6,35.794,-15.118,30.000
5.500,7,-32.089,35.794,30.000
5.500,8,35.794,-32.089,30.000
5.500,9,-49.059,35.794,30.000
5.500,10,35.794,-49.059,30.000
5.500,11,-66.030,35.794,30.000
5.500,12,35.794,-66.030,30.000
5.500,13,-83.000,35.794,30.000
5.500,14,35.794,-83.000,30.000
5.600,0,36.404,36.404,30.000
5.600,1,19.434,36.404,30.000
5.600,2,36.404,19.434,30.000
5.600,3,2.463,36.404,30.000
5.600,4,36.404,2.463,30.000
5.600,5,-14.507,36.404,30.000
5.600,6,36.404,-14.507,30.000
5.600,7,-31.478,36.404,30.000
5.600,8,36.404,-31.478,30.000
5.600,9,-48.448,36.404,30.000
5.600,10,36.404,-48.448,30.000
5.600,11,-65.419,36.404,30.000
5.600,12,36.404,-65.419,30.000
5.600,13,-82.389,36.404,30.000
5.600,14,36.404,-82.389,30.000
5.700,0,37.011,37.011,30.000
5.700,1,20.041,37.011,30.000
5.700,2,37.011,20.041,30.000
5.700,3,3.070,37.011,30.000
5.700,4,37.011,3.070,30.000
5.700,5,-13.900,37.011,30.000
5.700,6,37.011,-13.900,30.000
5.700,7,-30.871,37.011,30.000
5.700,8,37.011,-30.871,30.000
5.700,9,-47.841,37.011,30.000
5.700,10,37.011,-47.841,30.000
5.700,11,-64.812,37.011,30.000
5.700,12,37.011,-64.812,30.000
5.700,13,-81.783,37.011,30.000
5.700,14,37.011,-81.783,30.000
5.800,0,37.615,37.615,30.000
5.800,1,20.644,37.615,30.000
5.800,2,37.615,20.644,30.000
5.800,3,3.674,37.615,30.000
5.800,4,37.615,3.674,30.000
5.800,5,-13.297,37.615,30.000
5.800,6,37.615,-13.297,30.000
5.800,7,-30.267,37.615,30.000
5.800,8,37.615,-30.267,30.000
5.800,9,-47.238,37.615,30.000
5.800,10,37.615,-47.238,30.000
5.800,11,-64.208,37.615,30.000
5.800,12,37.615,-64.208,30.000
5.800,13,-81.179,37.615,30.000
5.800,14,37.615,-81.179,30.000
5.900,0,38.216,38.216,30.000
5.900,1,21.245,38.216,30.000
5.900,2,38.216,21.245,30.000
5.900,3,4.274,38.216,30.000
5.900,4,38.216,4.274,30.000
5.900,5,-12.696,38.216,30.000
5.900,6,38.216,-12.696,30.000
5.900,7,-29.667,38.216,30.000
5.900,8,38.216,-29.667,30.000
5.900,9,-46.637,38.216,30.000
5.900,10,38.216,-46.637,30.000
5.900,11,-63.608,38.216,30.000
5.900,12,38.216,-63.608,30.000
5.900,13,-80.578,38.216,30.000
5.900,14,38.216,-80.578,30.000
6.000,0,38.814,38.814,30.000
6.000,1,21.843,38.814,30.000
6.000,2,38.814,21.843,30.000
6.000,3,4.873,38.814,30.000
6.000,4,38.814,4.873,30.000
6.000,5,-12.098,38.814,30.000
6.000,6,38.814,-12.098,30.000
6.000,7,-29.069,38.814,30.000
6.000,8,38.814,-29.069,30.000
6.000,9,-46.039,38.814,30.000
6.000,10,38.814,-46.039,30.000
6.000,11,-63.010,38.814,30.000
6.000,12,38.814,-63.010,30.000
6.000,13,-79.980,38.814,30.000
6.000,14,38.814,-79.980,30.000
6.100,0,39.410,39.410,30.000
6.100,1,22.439,39.410,30.000
6.100,2,39.410,22.439,30.000
6.100,3,5.469,39.410,30.000
6.100,4,39.410,5.469,30.000
6.100,5,-11.502,39.410,30.000
6.100,6,39.410,-11.502,30.000
6.100,7,-28.472,39.410,30.000
6.100,8,39.410,-28.472,30.000
6.100,9,-45.443,39.410,30.000
6.100,10,39.410,-45.443,30.000
6.100,11,-62.413,39.410,30.000
6.100,12,39.410,-62.413,30.000
6.100,13,-79.384,39.410,30.000
6.100,14,39.410,-79.384,30.000
6.200,0,40.005,40.005,30.000
6.200,1,23.034,40.005,30.000
6.200,2,40.005,23.034,30.000
6.200,3,6.063,40.005,30.000
6.200,4,40.005,6.063,30.000
6.200,5,-10.907,40.005,30.000
6.200,6,40.005,-10.907,30.000
6.200,7,-27.878,40.005,30.000
6.200,8,40.005,-27.878,30.000
6.200,9,-44.848,40.005,30.000
6.200,10,40.005,-44.848,30.000
6.200,11,-61.819,40.005,30.000
6.200,12,40.005,-61.819,30.000
6.200,13,-78.789,40.005,30.000
6.200,14,40.005,-78.789,30.000
6.300,0,40.598,40.598,30.000
6.300,1,23.627,40.598,30.000
6.300,2,40.598,23.627,30.000
6.300,3,6.657,40.598,30.000
6.300,4,40.598,6.657,30.000
6.300,5,-10.314,40.598,30.000
6.300,6,40.598,-10.314,30.000
6.300,7,-27.284,40.598,30.000
6.300,8,40.598,-27.284,30.000
6.300,9,-44.255,40.598,30.000
6.300,10,40.598,-44.255,30.000
6.300,11,-61.225,40.598,30.000
6.300,12,40.598,-61.225,30.000
6.300,13,-78.196,40.598,30.000
6.300,14,40.598,-78.196,30.000
6.400,0,41.191,41.191,30.000
6.400,1,24.220,41.191,30.000
6.400,2,41.191,24.220,30.000
6.400,3,7.250,41.191,30.000
6.400,4,41.191,7.250,30.000
6.400,5,-9.721,41.191,30.000
6.400,6,41.191,-9.721,30.000
6.400,7,-26.691,41.191,30.000
6.400,8,41.191,-26.691,30.000
6.400,9,-43.662,41.191,30.000
6.400,10,41.191,-43.662,30.000
6.400,11,-60.633,41.191,30.000
6.400,12,41.191,-60.633,30.000
6.400,13,-77.603,41.191,30.000
6.400,14,41.191,-77.603,30.000
6.500,0,41.783,41.783,30.000
6.500,1,24.813,41.783,30.000
6.500,2,41.783,24.813,30.000
6.500,3,7.842,41.783,30.000
6.500,4,41.783,7.842,30.000
6.500,5,-9.128,41.783,30.000
6.500,6,41.783,-9.128,30.000
6.500,7,-26.099,41.783,30.000
6.500,8,41.783,-26.099,30.000
6.500,9,-43.069,41.783,30.000
6.500,10,41.783,-43.069,30.000
6.500,11,-60.040,41.783,30.000
6.500,12,41.783,-60.040,30.000
6.500,13,-77.011,41.783,30.000
6.500,14,41.783,-77.011,30.000
6.600,0,42.376,42.376,30.000
6.600,1,25.405,42.376,30.000
6.600,2,42.376,25.405,30.000
6.600,3,8.435,42.376,30.000
6.600,4,42.376,8.435,30.000
6.600,5,-8.536,42.376,30.000
6.600,6,42.376,-8.536,30.000
6.600,7,-25.506,42.376,30.000
6.600,8,42.376,-25.506,30.000
6.600,9,-42.477,42.376,30.000
6.600,10,42.376,-42.477,30.000
6.600,11,-59.447,42.376,30.000
6.600,12,42.376,-59.447,30.000
6.600,13,-76.418,42.376,30.000
6.600,14,42.376,-76.418,30.000
6.700,0,42.969,42.969,30.000
6.700,1,25.999,42.969,30.000
6.700,2,42.969,25.999,30.000
6.700,3,9.028,42.969,30.000
6.700,4,42.969,9.028,30.000
6.700,5,-7.943,42.969,30.000
6.700,6,42.969,-7.943,30.000
6.700,7,-24.913,42.969,30.000
6.700,8,42.969,-24.913,30.000
6.700,9,-41.884,42.969,30.000
6.700,10,42.969,-41.884,30.000
6.700,11,-58.854,42.969,30.000
6.700,12,42.969,-58.854,30.000
6.700,13,-75.825,42.969,30.000
6.700,14,42.969,-75.825,30.000
6.800,0,43.563,43.563,30.000
6.800,1,26.592,43.563,30.000
6.800,2,43.563,26.592,30.000
6.800,3,9.622,43.563,30.000
6.800,4,43.563,9.622,30.000
6.800,5,-7.349,43.563,30.000
6.800,6,43.563,-7.349,30.000
6.800,7,-24.319,43.563,30.000
6.800,8,43.563,-24.319,30.000
6.800,9,-41.290,43.563,30.000
6.800,10,43.563,-41.290,30.000
6.800,11,-58.260,43.563,30.000
6.800,12,43.563,-58.260,30.000
6.800,13,-75.231,43.563,30.000
6.800,14,43.563,-75.231,30.000
6.900,0,44.158,44.158,30.000
6.900,1,27.187,44.158,30.000
6.900,2,44.158,27.187,30.000
6.900,3,10.217,44.158,30.000
6.900,4,44.158,10.217,30.000
6.900,5,-6.754,44.158,30.000
6.900,6,44.158,-6.754,30.000
6.900,7,-23.724,44.158,30.000
6.900,8,44.158,-23.724,30.000
6.900,9,-40.695,44.158,30.000
6.900,10,44.158,-40.695,30.000
6.900,11,-57.665,44.158,30.000
6.900,12,44.158,-57.665,30.000
6.900,13,-74.636,44.158,30.000
6.900,14,44.158,-74.636,30.000
7.000,0,44.754,44.754,30.000
7.000,1,27.784,44.754,30.000
7.000,2,44.754,27.784,30.000
7.000,3,10.813,44.754,30.000
7.000,4,44.754,10.813,30.000
7.000,5,-6.157,44.754,30.000
7.000,6,44.754,-6.157,30.000
7.000,7,-23.128,44.754,30.000
7.000,8,44.754,-23.128,30.000
7.000,9,-40.098,44.754,30.000
7.000,10,44.754,-40.098,30.000
7.000,11,-57.069,44.754,30.000
7.000,12,44.754,-57.069,30.000
7.000,13,-74.040,44.754,30.000
7.000,14,44.754,-74.040,30.000
7.100,0,45.352,45.352,30.000
7.100,1,28.382,45.352,30.000
7.100,2,45.352,28.382,30.000
7.100,3,11.411,45.352,30.000
7.100,4,45.352,11.411,30.000
7.100,5,-5.559,45.352,30.000
7.100,6,45.352,-5.559,30.000
7.100,7,-22.530,45.352,30.000
7.100,8,45.352,-22.530,30.000
7.100,9,-39.500,45.352,30.000
7.100,10,45.352,-39.500,30.000
7.100,11,-56.471,45.352,30.000
7.100,12,45.352,-56.471,30.000
7.100,13,-73.442,45.352,30.000
7.100,14,45.352,-73.442,30.000
7.200,0,45.952,45.952,30.000
7.200,1,28.982,45.952,30.000
7.200,2,45.952,28.982,30.000
7.200,3,12.011,45.952,30.000
7.200,4,45.952,12.011,30.000
7.200,5,-4.959,45.952,30.000
7.200,6,45.952,-4.959,30.000
7.200,7,-21.930,45.952,30.000
7.200,8,45.952,-21.930,30.000
7.200,9,-38.901,45.952,30.000
7.200,10,45.952,-38.901,30.000
7.200,11,-55.871,45.952,30.000
7.200,12,45.952,-55.871,30.000
7.200,13,-72.842,45.952,30.000
7.200,14,45.952,-72.842,30.000
7.300,0,46.554,46.554,30.000
7.300,1,29.584,46.554,30.000
7.300,2,46.554,29.584,30.000
7.300,3,12.613,46.554,30.000
7.300,4,46.554,12.613,30.000
7.300,5,-4.357,46.554,30.000
7.300,6,46.554,-4.357,30.000
7.300,7,-21.328,46.554,30.000
7.300,8,46.554,-21.328,30.000
7.300,9,-38.299,46.554,30.000
7.300,10,46.554,-38.299,30.000
7.300,11,-55.269,46.554,30.000
7.300,12,46.554,-55.269,30.000
7.300,13,-72.240,46.554,30.000
7.300,14,46.554,-72.240,30.000
7.400,0,47.158,47.158,30.000
7.400,1,30.188,47.158,30.000
7.400,2,47.158,30.188,30.000
7.400,3,13.217,47.158,30.000
7.400,4,47.158,13.217,30.000
7.400,5,-3.753,47.158,30.000
7.400,6,47.158,-3.753,30.000
7.400,7,-20.724,47.158,30.000
7.400,8,47.158,-20.724,30.000
7.400,9,-37.694,47.158,30.000
7.400,10,47.158,-37.694,30.000
7.400,11,-54.665,47.158,30.000
7.400,12,47.158,-54.665,30.000
7.400,13,-71.636,47.158,30.000
7.400,14,47.158,-71.636,30.000
7.500,0,47.765,47.765,30.000
7.500,1,30.794,47.765,30.000
7.500,2,47.765,30.794,30.000
7.500,3,13.824,47.765,30.000
7.500,4,47.765,13.824,30.000
7.500,5,-3.147,47.765,30.000
7.500,6,47.765,-3.147,30.000
7.500,7,-20.117,47.765,30.000
7.500,8,47.765,-20.117,30.000
7.500,9,-37.088,47.765,30.000
7.500,10,47.765,-37.088,30.000
7.500,11,-54.058,47.765,30.000
7.500,12,47.765,-54.058,30.000
7.500,13,-71.029,47.765,30.000
7.500,14,47.765,-71.029,30.000
7.600,0,48.374,48.374,30.000
7.600,1,31.404,48.374,30.000
7.600,2,48.374,31.404,30.000
7.600,3,14.433,48.374,30.000
7.600,4,48.374,14.433,30.000
7.600,5,-2.538,48.374,30.000
7.600,6,48.374,-2.538,30.000
7.600,7,-19.508,48.374,30.000
7.600,8,48.374,-19.508,30.000
7.600,9,-36.479,48.374,30.000
7.600,10,48.374,-36.479,30.000
7.600,11,-53.449,48.374,30.000
7.600,12,48.374,-53.449,30.000
7.600,13,-70.420,48.374,30.000
7.600,14,48.374,-70.420,30.000
7.700,0,48.986,48.986,30.000
7.700,1,32.015,48.986,30.000
7.700,2,48.986,32.015,30.000
7.700,3,15.045,48.986,30.000
7.700,4,48.986,15.045,30.000
7.700,5,-1.926,48.986,30.000
7.700,6,48.986,-1.926,30.000
7.700,7,-18.896,48.986,30.000
7.700,8,48.986,-18.896,30.000
7.700,9,-35.867,48.986,30.000
7.700,10,48.986,-35.867,30.000
7.700,11,-52.838,48.986,30.000
7.700,12,48.986,-52.838,30.000
7.700,13,-69.808,48.986,30.000
7.700,14,48.986,-69.808,30.000
7.800,0,49.600,49.600,30.000
7.800,1,32.630,49.600,30.000
7.800,2,49.600,32.630,30.000
7.800,3,15.659,49.600,30.000
7.800,4,49.600,15.659,30.000
7.800,5,-1.312,49.600,30.000
7.800,6,49.600,-1.312,30.000
7.800,7,-18.282,49.600,30.000
7.800,8,49.600,-18.282,30.000
7.800,9,-35.253,49.600,30.000
7.800,10,49.600,-35.253,30.000
7.800,11,-52.223,49.600,30.000
7.800,12,49.600,-52.223,30.000
7.800,13,-69.194,49.600,30.000
7.800,14,49.600,-69.194,30.000
7.900,0,50.217,50.217,30.000
7.900,1,33.247,50.217,30.000
7.900,2,50.217,33.247,30.000
7.900,3,16.276,50.217,30.000
7.900,4,50.217,16.276,30.000
7.900,5,-0.695,50.217,30.000
7.900,6,50.217,-0.695,30.000
7.900,7,-17.665,50.217,30.000
7.900,8,50.217,-17.665,30.000
7.900,9,-34.636,50.217,30.000
7.900,10,50.217,-34.636,30.000
7.900,11,-51.606,50.217,30.000
7.900,12,50.217,-51.606,30.000
7.900,13,-68.577,50.217,30.000
7.900,14,50.217,-68.577,30.000
8.000,0,50.837,50.837,30.000
8.000,1,33.866,50.837,30.000
8.000,2,50.837,33.866,30.000
8.000,3,16.896,50.837,30.000
8.000,4,50.837,16.896,30.000
8.000,5,-0.075,50.837,30.000
8.000,6,50.837,-0.075,30.000
8.000,7,-17.045,50.837,30.000
8.000,8,50.837,-17.045,30.000
8.000,9,-34.016,50.837,30.000
8.000,10,50.837,-34.016,30.000
8.000,11,-50.987,50.837,30.000
8.000,12,50.837,-50.987,30.000
8.000,13,-67.957,50.837,30.000
8.000,14,50.837,-67.957,30.000
8.100,0,51.459,51.459,30.000
8.100,1,34.489,51.459,30.000
8.100,2,51.459,34.489,30.000
8.100,3,17.518,51.459,30.000
8.100,4,51.459,17.518,30.000
8.100,5,0.547,51.459,30.000
8.100,6,51.459,0.547,30.000
8.100,7,-16.423,51.459,30.000
8.100,8,51.459,-16.423,30.000
8.100,9,-33.394,51.459,30.000
8.100,10,51.459,-33.394,30.000
8.100,11,-50.364,51.459,30.000
8.100,12,51.459,-50.364,30.000
8.100,13,-67.335,51.459,30.000
8.100,14,51.459,-67.335,30.000
8.200,0,52.084,52.084,30.000
8.200,1,35.114,52.084,30.000
8.200,2,52.084,35.114,30.000
8.200,3,18.143,52.084,30.000
8.200,4,52.084,18.143,30.000
8.200,5,1.172,52.084,30.000
8.200,6,52.084,1.172,30.000
8.200,7,-15.798,52.084,30.000
8.200,8,52.084,-15.798,30.000
8.200,9,-32.769,52.084,30.000
8.200,10,52.084,-32.769,30.000
8.200,11,-49.739,52.084,30.000
8.200,12,52.084,-49.739,30.000
8.200,13,-66.710,52.084,30.000
8.200,14,52.084,-66.710,30.000
8.300,0,52.712,52.712,30.000
8.300,1,35.741,52.712,30.000
8.300,2,52.712,35.741,30.000
8.300,3,18.771,52.712,30.000
8.300,4,52.712,18.771,30.000
8.300,5,1.800,52.712,30.000
8.300,6,52.712,1.800,30.000
8.300,7,-15.171,52.712,30.000
8.300,8,52.712,-15.171,30.000
8.300,9,-32.141,52.712,30.000
8.300,10,52.712,-32.141,30.000
8.300,11,-49.112,52.712,30.000
8.300,12,52.712,-49.112,30.000
8.300,13,-66.082,52.712,30.000
8.300,14,52.712,-66.082,30.000
8.400,0,53.342,53.342,30.000
8.400,1,36.371,53.342,30.000
8.400,2,53.342,36.371,30.000
8.400,3,19.401,53.342,30.000
8.400,4,53.342,19.401,30.000
8.400,5,2.430,53.342,30.000
8.400,6,53.342,2.430,30.000
8.400,7,-14.540,53.342,30.000
8.400,8,53.342,-14.540,30.000
8.400,9,-31.511,53.342,30.000
8.400,10,53.342,-31.511,30.000
8.400,11,-48.482,53.342,30.000
8.400,12,53.342,-48.482,30.000
8.400,13,-65.452,53.342,30.000
8.400,14,53.342,-65.452,30.000
8.500,0,53.974,53.974,30.000
8.500,1,37.004,53.974,30.000
8.500,2,53.974,37.004,30.000
8.500,3,20.033,53.974,30.000
8.500,4,53.974,20.033,30.000
8.500,5,3.063,53.974,30.000
8.500,6,53.974,3.063,30.000
8.500,7,-13.908,53.974,30.000
8.500,8,53.974,-13.908,30.000
8.500,9,-30.878,53.974,30.000
8.500,10,53.974,-30.878,30.000
8.500,11,-47.849,53.974,30.000
8.500,12,53.974,-47.849,30.000
8.500,13,-64.820,53.974,30.000
8.500,14,53.974,-64.820,30.000
8.600,0,54.609,54.609,30.000
8.600,1,37.639,54.609,30.000
8.600,2,54.609,37.639,30.000
8.600,3,20.668,54.609,30.000
8.600,4,54.609,20.668,30.000
8.600,5,3.697,54.609,30.000
8.600,6,54.609,3.697,30.000
8.600,7,-13.273,54.609,30.000
8.600,8,54.609,-13.273,30.000
8.600,9,-30.244,54.609,30.000
8.600,10,54.609,-30.244,30.000
8.600,11,-47.214,54.609,30.000
8.600,12,54.609,-47.214,30.000
8.600,13,-64.185,54.609,30.000
8.600,14,54.609,-64.185,30.000
8.700,0,55.246,55.246,30.000
8.700,1,38.276,55.246,30.000
8.700,2,55.246,38.276,30.000
8.700,3,21.305,55.246,30.000
8.700,4,55.246,21.305,30.000
8.700,5,4.334,55.246,30.000
8.700,6,55.246,4.334,30.000
8.700,7,-12.636,55.246,30.000
8.700,8,55.246,-12.636,30.000
8.700,9,-29.607,55.246,30.000
8.700,10,55.246,-29.607,30.000
8.700,11,-46.577,55.246,30.000
8.700,12,55.246,-46.577,30.000
8.700,13,-63.548,55.246,30.000
8.700,14,55.246,-63.548,30.000
8.800,0,55.885,55.885,30.000
8.800,1,38.915,55.885,30.000
8.800,2,55.885,38.915,30.000
8.800,3,21.944,55.885,30.000
8.800,4,55.885,21.944,30.000
8.800,5,4.974,55.885,30.000
8.800,6,55.885,4.974,30.000
8.800,7,-11.997,55.885,30.000
8.800,8,55.885,-11.997,30.000
8.800,9,-28.968,55.885,30.000
8.800,10,55.885,-28.968,30.000
8.800,11,-45.938,55.885,30.000
8.800,12,55.885,-45.938,30.000
8.800,13,-62.909,55.885,30.000
8.800,14,55.885,-62.909,30.000
8.900,0,56.526,56.526,30.000
8.900,1,39.556,56.526,30.000
8.900,2,56.526,39.556,30.000
8.900,3,22.585,56.526,30.000
8.900,4,56.526,22.585,30.000
8.900,5,5.615,56.526,30.000
8.900,6,56.526,5.615,30.000
8.900,7,-11.356,56.526,30.000
8.900,8,56.526,-11.356,30.000
8.900,9,-28.326,56.526,30.000
8.900,10,56.526,-28.326,30.000
8.900,11,-45.297,56.526,30.000
8.900,12,56.526,-45.297,30.000
8.900,13,-62.268,56.526,30.000
8.900,14,56.526,-62.268,30.000
9.000,0,57.169,57.169,30.000
9.000,1,40.199,57.169,30.000
9.000,2,57.169,40.199,30.000
9.000,3,23.228,57.169,30.000
9.000,4,57.169,23.228,30.000
9.000,5,6.257,57.169,30.000
9.000,6,57.169,6.257,30.000
9.000,7,-10.713,57.169,30.000
9.000,8,57.169,-10.713,30.000
9.000,9,-27.684,57.169,30.000
9.000,10,57.169,-27.684,30.000
9.000,11,-44.654,57.169,30.000
9.000,12,57.169,-44.654,30.000
9.000,13,-61.625,57.169,30.000
9.000,14,57.169,-61.625,30.000
9.100,0,57.814,57.814,30.000
9.100,1,40.843,57.814,30.000
9.100,2,57.814,40.843,30.000
9.100,3,23.872,57.814,30.000
9.100,4,57.814,23.872,30.000
9.100,5,6.902,57.814,30.000
9.100,6,57.814,6.902,30.000
9.100,7,-10.069,57.814,30.000
9.100,8,57.814,-10.069,30.000
9.100,9,-27.039,57.814,30.000
9.100,10,57.814,-27.039,30.000
9.100,11,-44.010,57.814,30.000
9.100,12,57.814,-44.010,30.000
9.100,13,-60.980,57.814,30.000
9.100,14,57.814,-60.980,30.000
9.200,0,58.459,58.459,30.000
9.200,1,41.489,58.459,30.000
9.200,2,58.459,41.489,30.000
9.200,3,24.518,58.459,30.000
9.200,4,58.459,24.518,30.000
9.200,5,7.548,58.459,30.000
9.200,6,58.459,7.548,30.000
9.200,7,-9.423,58.459,30.000
9.200,8,58.459,-9.423,30.000
9.200,9,-26.393,58.459,30.000
9.200,10,58.459,-26.393,30.000
9.200,11,-43.364,58.459,30.000
9.200,12,58.459,-43.364,30.000
9.200,13,-60.334,58.459,30.000
9.200,14,58.459,-60.334,30.000
9.300,0,59.107,59.107,30.000
9.300,1,42.136,59.107,30.000
9.300,2,59.107,42.136,30.000
9.300,3,25.166,59.107,30.000
9.300,4,59.107,25.166,30.000
9.300,5,8.195,59.107,30.000
9.300,6,59.107,8.195,30.000
9.300,7,-8.776,59.107,30.000
9.300,8,59.107,-8.776,30.000
9.300,9,-25.746,59.107,30.000
9.300,10,59.107,-25.746,30.000
9.300,11,-42.717,59.107,30.000
9.300,12,59.107,-42.717,30.000
9.300,13,-59.687,59.107,30.000
9.300,14,59.107,-59.687,30.000
9.400,0,59.755,59.755,30.000
9.400,1,42.784,59.755,30.000
9.400,2,59.755,42.784,30.000
9.400,3,25.814,59.755,30.000
9.400,4,59.755,25.814,30.000
9.400,5,8.843,59.755,30.000
9.400,6,59.755,8.843,30.000
9.400,7,-8.127,59.755,30.000
9.400,8,59.755,-8.127,30.000
9.400,9,-25.098,59.755,30.000
9.400,10,59.755,-25.098,30.000
9.400,11,-42.068,59.755,30.000
9.400,12,59.755,-42.068,30.000
9.400,13,-59.039,59.755,30.000
9.400,14,59.755,-59.039,30.000
9.500,0,60.404,60.404,30.000
9.500,1,43.434,60.404,30.000
9.500,2,60.404,43.434,30.000
9.500,3,26.463,60.404,30.000
9.500,4,60.404,26.463,30.000
9.500,5,9.493,60.404,30.000
9.500,6,60.404,9.493,30.000
9.500,7,-7.478,60.404,30.000
9.500,8,60.404,-7.478,30.000
9.500,9,-24.448,60.404,30.000
9.500,10,60.404,-24.448,30.000
9.500,11,-41.419,60.404,30.000
9.500,12,60.404,-41.419,30.000
9.500,13,-58.390,60.404,30.000
9.500,14,60.404,-58.390,30.000
9.600,0,61.054,61.054,30.000
9.600,1,44.084,61.054,30.000
9.600,2,61.054,44.084,30.000
9.600,3,27.113,61.054,30.000
9.600,4,61.054,27.113,30.000
9.600,5,10.143,61.054,30.000
9.600,6,61.054,10.143,30.000
9.600,7,-6.828,61.054,30.000
9.600,8,61.054,-6.828,30.000
9.600,9,-23.798,61.054,30.000
9.600,10,61.054,-23.798,30.000
9.600,11,-40.769,61.054,30.000
9.600,12,61.054,-40.769,30.000
9.600,13,-57.739,61.054,30.000
9.600,14,61.054,-57.739,30.000
9.700,0,61.705,61.705,30.000
9.700,1,44.735,61.705,30.000
9.700,2,61.705,44.735,30.000
9.700,3,27.764,61.705,30.000
9.700,4,61.705,27.764,30.000
9.700,5,10.794,61.705,30.000
9.700,6,61.705,10.794,30.000
9.700,7,-6.177,61.705,30.000
9.700,8,61.705,-6.177,30.000
9.700,9,-23.148,61.705,30.000
9.700,10,61.705,-23.148,30.000
9.700,11,-40.118,61.705,30.000
